253,15093,665,1300,1
254,15093,481,939,1
257,15093,544,1064,1
258,15093,422,825,1
259,15232,195,382,1
260,15232,209,408,1
261,15093,523,1022,1
262,15049,271,530,1
264,15093,365,713,1
266,15093,224,437,1
269,15093,472,923,1
272,15093,299,584,1
273,15093,310,606,1
274,15093,336,656,1
276,15093,358,699,1
277,15093,418,818,1
278,15093,503,983,1
279,15093,381,744,1
280,15093,590,1153,1
284,15093,495,967,1
286,15249,191,372,1
287,15093,612,1196,1
292,15092,315,617,1
293,15049,295,576,1
295,15284,59,116,1
296,15284,89,174,1
297,15284,51,100,1
302,15089,336,656,1
303,15089,373,729,1
305,15089,342,669,1
306,13832,43,37,64
306,15089,381,744,1
308,15041,266,519,1
309,15041,318,622,1
311,15244,243,476,1
313,14992,354,692,1
314,14992,258,504,1
315,15244,332,649,1
317,15043,242,473,1
318,15043,274,536,1
319,336,277,141,665
319,15049,347,678,1
320,15043,285,557,1
321,15043,296,579,1
323,14979,172,337,1
324,14979,302,590,1
326,4603,20,18,136
326,14986,220,430,7
327,14986,272,531,1
329,15232,311,608,1
331,14978,211,412,1
334,15230,322,629,1
335,15230,255,499,1
336,15049,137,268,1
337,14325,23,20,1
339,15231,205,400,1
341,15283,153,299,1
342,15283,197,385,1
344,15283,113,221,1
345,15231,310,606,1
346,12341,23,20,1
347,15165,311,608,1
348,15165,239,467,1
349,15201,253,495,1
351,14962,324,634,1
352,14962,345,675,1
354,6622,74,65,66
355,15235,166,324,1
358,14976,360,704,1
361,14983,108,212,1
362,14983,137,268,1
364,14983,262,512,1
366,14983,453,886,1
367,14983,644,1259,1
368,14983,634,1240,1
370,15011,531,1037,1
372,373,26,22,2
372,15011,177,347,1
374,15011,170,332,1
376,15011,175,342,1
378,15011,564,1103,1
382,14983,564,1103,1
384,385,24,21,1
385,6690,4,3,1
385,15011,328,640,1
387,15006,691,1350,1
389,14991,748,1462,1
390,14991,541,1057,1
392,15119,125,244,1
395,15010,486,949,1
397,1547,6,6,227
397,15008,235,459,1
398,15008,331,648,1
400,14971,315,616,1
401,14971,360,704,1
402,14971,329,643,1
404,14971,150,294,1
405,1564,8,7,1
405,1565,8,7,1
405,14971,211,412,1
406,14971,130,253,1
409,14971,616,1205,1
411,14971,343,670,1
412,14971,273,533,1
413,14971,673,1316,1
416,14971,662,1294,1
418,14971,422,825,1
419,14971,368,720,1
421,14971,370,724,1
423,15010,386,755,1
424,15010,358,699,1
425,15010,318,622,1
426,15010,321,628,1
427,15232,315,615,1
428,15010,294,574,1
429,14345,73,63,1
429,15010,248,486,1
431,432,24,21,1
433,14344,81,71,1
433,15010,241,470,1
434,15010,176,344,1
435,15010,37,73,1
436,15010,43,85,1
437,15010,65,128,1
439,15010,184,360,1
440,441,8,7,1
440,442,124,107,1
440,15010,261,511,1
442,15010,385,752,1
443,15010,266,521,1
446,15309,299,585,1
448,14970,224,437,1
449,5513,20,17,38
450,14970,234,458,1
451,14970,156,306,1
452,14970,145,284,1
453,14970,143,280,1
455,7362,157,136,1
455,14970,191,374,1
456,14970,254,496,1
458,14970,357,699,1
460,14970,374,730,1
461,14970,477,932,1
462,5316,123,107,1
462,14970,478,934,1
463,14970,472,923,1
464,14970,525,1026,1
466,14971,342,668,1
467,14971,331,646,1
469,15298,372,727,1
472,5184,56,25,54
472,15165,296,579,1
473,15165,344,672,1
474,15185,324,634,1
476,15147,290,566,1
478,15206,398,778,1
479,15206,227,445,1
481,15167,306,598,1
483,15167,280,546,1
484,15167,352,688,1
487,15167,294,574,1
488,15167,299,584,1
493,15011,865,1692,1
494,14983,1083,2117,1
495,15011,899,1758,1
496,15011,852,1666,1
498,15011,1141,2231,1
501,15027,252,492,1
502,10659,32,21,399
502,15101,362,707,1
503,15101,367,717,1
505,15110,112,218,2
507,9109,49,42,1
509,15156,269,525,1
511,3281,32,28,114
511,15156,314,613,1
513,515,2,2,251
513,15156,326,637,1
514,521,4,3,41
514,15156,332,649,1
515,3385,2,2,268
515,15156,324,634,1
516,3387,7,6,36
517,2609,26,23,104
518,15221,291,568,1
519,521,30,28,256
521,15156,330,645,1
522,15220,285,557,1
527,528,17,15,37
528,2916,6,5,37
528,15239,293,573,1
531,2919,7,7,649
531,15220,300,586,1
536,15237,138,270,1
540,15277,316,618,1
541,15277,282,551,1
543,15222,351,686,1
544,551,10,8,79
545,15222,316,617,1
546,15222,274,537,1
547,15222,335,655,1
548,549,8,7,79
549,550,2,2,5
549,15222,341,667,1
550,15222,343,671,1
551,558,8,7,43
551,15222,347,678,1
552,554,64,56,68
553,7726,27,27,640
553,15231,329,642,1
554,15222,357,699,1
555,15222,344,672,1
556,560,8,8,308
557,558,5,4,45
557,562,2,1,45
557,15222,348,681,1
558,5352,8,7,2
558,15222,347,679,1
559,562,3,2,28
559,5352,10,9,28
561,5926,20,17,1
562,15222,348,681,1
563,15222,382,746,1
564,15231,364,712,1
565,15222,372,726,1
567,15277,293,574,1
568,15277,314,613,1
571,14987,273,533,1
573,13770,263,119,227
574,14987,466,911,1
576,14984,779,1524,1
582,13865,49,32,343
584,15133,452,883,1
590,14971,575,1125,1
592,14952,306,599,1
593,14392,251,161,289
593,14952,292,571,1
595,596,13,6,269
595,15088,168,329,1
598,15027,507,992,1
601,14968,308,603,1
602,14968,279,545,1
604,15007,315,615,1
609,15047,376,734,1
610,15047,507,990,1
611,15047,594,1161,1
613,15047,316,618,1
614,6373,6,5,1
614,15047,322,629,1
615,15047,293,573,1
617,15081,329,644,1
618,15047,325,635,1
619,15047,316,618,1
620,15047,315,616,1
623,14992,658,1286,1
625,14992,603,1178,1
626,15081,190,371,1
627,15009,720,1407,1
628,15009,895,1750,1
630,15009,1032,2017,1
631,14991,1065,2082,1
634,636,47,41,8
634,14991,1007,1969,1
636,14991,1054,2061,1
637,14585,6,4,643
637,14991,1060,2072,1
638,639,5,3,1
638,14991,1064,2081,1
639,14991,1070,2091,1
640,14990,1048,2049,1
642,15036,61,120,1
643,14990,933,1823,1
644,14990,848,1657,1
646,14990,763,1491,1
647,14990,757,1480,1
648,14990,751,1469,1
651,15036,142,278,1
652,15012,572,1118,1
654,655,18,11,1
654,15012,557,1089,1
655,15012,560,1094,1
659,806,8,5,424
660,661,5,5,25
661,15015,211,412,1
662,664,5,3,1
662,15015,165,323,1
663,15036,167,327,1
664,15015,160,313,1
667,8614,109,68,190
667,15015,277,542,1
668,15015,425,831,1
669,15015,337,659,1
670,15015,421,822,1
671,672,46,28,1
671,15015,440,860,1
672,15015,465,910,1
673,15277,377,737,1
674,1177,119,104,77
674,15277,409,800,1
675,15015,575,1125,1
678,15015,592,1157,1
680,15047,396,773,1
681,15035,58,113,1
683,15047,369,721,1
688,15047,392,766,1
689,15047,427,835,1
690,15047,437,855,1
691,15035,96,187,1
692,15136,154,300,1
697,15124,288,564,1
699,15124,287,561,1
700,701,4,2,414
700,13653,6,6,1
701,702,4,2,421
701,13653,4,2,286
701,15124,285,558,1
702,15124,288,562,1
704,13658,6,5,1
704,15124,290,566,1
705,706,8,7,1
705,13658,5,4,1
705,15124,291,568,1
706,15124,292,570,1
707,15124,288,564,1
709,15171,171,334,1
710,731,20,9,52
710,15171,157,306,1
711,12202,16,7,1
711,15171,138,270,1
714,15160,303,592,1
715,716,5,4,99
715,15160,297,581,1
716,15160,301,588,1
721,14957,639,1249,1
723,8777,74,32,1
723,14955,553,1080,1
724,14955,528,1032,1
727,4763,38,18,350
727,13724,34,15,1
727,14954,440,860,1
730,15171,192,376,1
731,15171,173,338,1
732,12202,30,27,128
732,15171,165,323,1
734,15006,725,1417,1
735,15006,758,1482,1
737,15006,754,1475,1
738,739,6,5,1
739,14983,778,1522,1
740,5252,6,6,1
740,14983,634,1238,1
741,15035,216,422,1
742,14983,594,1161,1
744,15040,479,937,1
748,15038,733,1434,1
749,2269,10,6,1
749,15038,738,1442,1
751,3207,5,3,415
751,15038,586,1145,1
752,15038,520,1016,1
753,15038,546,1066,1
754,15035,225,440,1
756,757,97,85,44
756,15038,428,837,1
757,15038,387,756,1
759,15038,334,652,1
760,4237,98,60,64
760,15038,338,661,1
761,15038,280,547,1
762,15038,239,467,1
763,15038,239,466,1
765,2274,4,3,295
765,15038,228,445,1
768,770,89,54,60
769,15038,549,1072,1
773,15038,410,802,1
775,15014,432,844,1
776,15014,317,619,1
777,6283,74,45,20
780,5279,76,48,224
780,15014,207,405,1
781,15014,273,533,1
789,796,8,7,10
789,15012,263,514,1
790,15012,243,475,1
791,15012,263,515,1
792,793,49,30,19
792,15012,331,648,1
793,3240,27,16,1
793,15012,363,710,1
795,15038,634,1240,1
797,15012,255,499,1
799,15053,154,300,1
801,15016,235,460,1
803,15016,256,501,1
804,15016,225,439,1
805,15016,334,652,1
806,807,372,246,421
806,15015,362,708,1
807,15012,345,674,1
808,6638,8,7,1
808,15015,347,677,1
810,14955,852,1666,1
811,14955,905,1770,1
816,15253,685,1339,1
817,15053,108,211,1
818,15053,79,154,1
819,15253,628,1227,1
821,822,7,4,1
821,15253,467,913,1
822,15253,465,909,1
823,825,9,6,288
823,15253,467,912,1
824,14236,7,4,197
824,15253,507,992,1
825,826,6,4,1
825,15253,462,903,1
826,15253,463,905,1
827,15253,457,894,1
828,6094,148,66,149
829,15277,381,746,1
831,15253,447,874,1
833,5834,41,26,288
833,6095,9,6,1
833,15253,410,801,1
834,15253,390,763,1
836,15253,233,455,1
837,838,7,6,138
837,15253,382,746,1
839,15253,365,714,1
840,15253,371,724,1
842,15253,411,804,1
844,15261,407,795,1
849,15261,279,546,1
850,15256,347,677,1
851,15256,328,640,1
852,15256,379,742,1
853,15261,409,800,1
856,15261,443,866,1
858,15261,334,653,1
860,15267,401,784,1
861,15053,30,58,1
862,15267,375,734,1
863,15267,368,719,1
864,15267,360,704,1
865,15267,342,669,1
866,15267,331,646,1
867,15267,324,633,1
868,15053,190,371,1
870,15267,333,651,1
871,15267,359,701,1
872,15267,340,666,1
874,2255,41,26,173
874,15267,388,759,1
876,15287,389,760,1
877,15287,393,769,1
878,15287,340,665,1
879,2711,7,6,158
880,15287,319,624,1
881,15287,282,551,1
883,15287,271,529,1
884,15287,269,526,1
885,15287,274,536,1
886,15287,297,580,1
887,15287,334,653,1
888,15287,311,608,1
891,15053,244,476,1
893,14997,385,752,1
894,1018,7,5,415
895,14997,382,748,1
896,14997,390,762,1
897,14997,408,797,1
898,14997,414,809,1
899,14997,374,731,1
901,15040,396,775,1
902,15053,286,558,1
903,15053,290,568,1
904,15040,400,781,1
905,5995,24,15,100
905,15040,406,794,1
906,15040,373,729,1
909,15268,278,543,1
910,15268,274,536,1
912,15268,294,576,1
913,15052,434,848,1
914,15059,313,613,1
916,15001,339,663,1
919,2065,112,73,358
920,1607,7,5,443
921,1606,155,137,98
922,15004,206,403,1
923,1607,7,5,372
924,15004,204,398,1
925,15004,214,419,1
928,15005,203,397,1
929,5762,7,4,1
930,15005,284,555,1
932,15005,264,517,1
933,15005,323,632,1
934,5763,54,35,289
936,15005,362,708,1
937,15045,258,503,1
938,15045,208,406,1
939,15045,198,387,1
940,5764,59,38,251
940,15045,191,372,1
941,5765,7,4,1
941,15045,203,397,1
943,15054,192,375,1
944,15045,212,414,1
945,15045,229,448,1
946,15045,252,493,1
947,2091,41,26,225
947,15045,247,482,1
948,15045,308,602,1
949,15268,324,634,1
951,15294,262,512,1
952,15294,267,522,1
953,15294,209,408,1
954,15294,203,397,1
955,15294,199,389,1
956,15294,177,346,1
958,15294,179,349,1
959,15294,193,378,1
960,15054,46,91,1
961,15268,375,734,1
962,15294,213,417,1
963,5785,39,24,212
963,15294,219,429,1
964,5786,7,4,1
964,15294,243,474,1
967,15289,363,710,1
969,15268,421,822,1
970,15294,268,524,1
971,5786,35,22,236
971,15294,273,533,1
972,15294,236,461,1
974,15268,417,815,1
975,982,25,15,1
976,15289,362,707,1
978,15289,379,742,1
979,15054,16,32,1
981,15289,400,782,1
982,15289,411,804,1
984,15291,303,593,1
985,14961,303,592,1
987,5788,58,36,215
987,15291,332,648,1
988,15291,260,508,1
989,992,7,4,1
990,3887,48,29,79
990,15289,376,735,1
992,14996,343,671,1
994,14996,277,542,1
996,14961,273,535,1
998,14961,272,531,1
999,14996,266,520,1
1001,14996,275,537,1
1002,14996,275,537,1
1003,14996,275,538,1
1004,14961,325,636,1
1006,14961,330,646,1
1008,14961,303,593,1
1010,14997,210,411,1
1011,1022,81,54,472
1011,14997,187,366,1
1012,1014,11,5,210
1012,14996,278,544,1
1013,14996,281,549,1
1014,2276,24,12,456
1014,14996,280,547,1
1015,15288,371,726,1
1017,15288,415,811,1
1018,1021,126,77,62
1019,15054,21,41,1
1020,1022,7,6,60
1020,1023,81,56,582
1020,14997,184,360,1
1021,14997,392,766,1
1022,14997,191,373,1
1024,14997,160,313,1
1025,14997,239,467,1
1028,6060,7,3,279
1028,6061,11,5,177
1028,14996,279,545,1
1030,14996,262,512,1
1031,14997,261,511,1
1032,14997,282,552,1
1034,5800,20,14,582
1034,14996,305,596,1
1035,14997,356,696,1
1036,14997,360,704,1
1037,5803,7,4,1
1040,15022,238,465,1
1042,3716,5,4,134
1042,15022,265,518,1
1043,15054,52,101,1
1046,15022,43,85,1
1047,15054,83,163,1
1048,15054,116,226,1
1049,15052,443,865,1
1050,15054,150,294,1
1051,15054,189,370,1
1052,15022,45,89,1
1053,15022,64,125,1
1054,15054,276,539,1
1055,15054,283,553,1
1057,14969,930,1819,1
1058,1130,41,24,1
1058,14969,944,1845,1
1059,14969,1004,1963,1
1062,15046,844,1650,1
1063,15046,766,1498,1
1064,15046,672,1313,1
1067,14969,895,1750,1
1068,1071,6,4,4
1068,15012,863,1687,1
1069,1071,4,3,477
1069,15012,869,1699,1
1070,15058,219,428,1
1072,2061,5,3,1
1072,15012,897,1754,1
1074,15046,845,1651,1
1076,15048,570,1114,1
1078,1079,977,592,47
1078,15046,903,1765,1
1080,15011,561,1096,1
1081,15011,473,926,1
1082,15011,361,706,1
1084,15011,304,594,1
1085,6689,4,3,1
1085,6690,7,6,1
1085,15011,320,625,1
1086,6689,137,119,1
1087,15011,315,616,1
1089,15011,400,782,1
1091,15011,612,1195,1
1092,15011,616,1204,1
1093,15011,524,1025,1
1094,15011,641,1252,1
1095,15011,973,1902,1
1097,14969,1022,1997,1
1098,1103,44,38,2
1098,14969,1149,2247,1
1102,15046,970,1897,1
1103,15046,1126,2200,1
1104,15046,1086,2122,1
1107,15046,650,1271,1
1109,15046,434,849,1
1113,15046,481,940,1
1116,15046,550,1075,1
1117,15058,82,161,5
1118,7688,4,3,1
1119,15046,1021,1996,1
1120,15046,1026,2007,1
1121,15046,551,1077,1
1122,15046,552,1079,1
1125,1126,87,76,1
1126,15046,551,1077,1
1129,15046,527,1031,1
1130,14969,927,1811,1
1131,1135,7,6,16
1132,14969,919,1796,1
1133,15046,443,867,1
1135,1136,13,8,74
1135,14969,923,1804,1
1136,4266,39,23,1
1136,14969,910,1780,1
1138,1140,5,5,1
1138,15048,828,1618,1
1139,15048,910,1779,1
1140,15048,823,1609,1
1141,5330,7,7,1
1141,15048,751,1467,1
1142,15048,681,1330,1
1143,5373,153,133,5
1143,1145,324,282,5
1143,15048,681,1332,1
1145,9809,6,6,5
1145,15048,370,723,1
1147,14975,276,540,1
1148,14975,131,256,1
1149,14975,260,508,1
1150,14975,274,536,1
1152,14984,997,1950,1
1155,13336,9,8,1
1155,14983,404,790,1
1156,14983,487,952,1
1159,15204,182,356,1
1160,15204,189,369,1
1161,15007,159,311,1
1163,15058,67,131,2
1165,15007,142,277,1
1166,15007,218,426,1
1168,15007,570,1114,1
1169,15007,402,786,1
1170,15007,610,1193,1
1171,15058,131,256,1
1173,14984,602,1177,1
1174,14984,685,1339,1
1175,15007,656,1282,1
1176,13708,328,285,1
1176,15277,305,597,1
1177,15277,339,663,1
1178,15007,723,1413,1
1180,15007,764,1493,1
1181,15007,923,1805,1
1185,1186,60,52,1
1185,15007,724,1415,1
1186,15007,720,1408,1
1187,15007,790,1544,1
1188,15007,750,1465,1
1189,14984,781,1526,1
1190,1502,155,137,102
1190,14984,722,1411,1
1191,14984,715,1399,1
1192,14984,822,1606,1
1196,15058,282,552,1
1198,15006,342,668,9
1199,15006,299,585,1
1200,15006,641,1253,1
1201,7544,66,58,1
1201,14936,7,6,1
1201,15006,719,1405,1
1205,15290,345,674,1
1206,15290,330,645,1
1207,2724,32,16,521
1210,15292,225,440,1
1211,5841,7,6,1
1211,15292,217,424,1
1213,15291,356,696,1
1214,15291,372,727,1
1215,15291,365,714,1
1217,5839,7,6,1
1217,5837,40,38,359
1219,5841,51,45,73
1219,15292,238,466,1
1220,15292,300,586,1
1221,15270,238,466,1
1222,15285,347,678,1
1226,5844,7,6,1
1227,15292,183,357,1
1229,6423,6,6,1
1229,15292,140,273,1
1230,15285,80,157,1
1231,15292,175,343,1
1232,15285,77,151,1
1233,15285,56,110,1
1234,15292,261,510,1
1235,15292,263,513,1
1236,15292,256,500,1
1237,15285,118,232,1
1238,1239,7,7,81
1238,14962,15,28,1
1239,14962,7,14,1
1240,14962,50,97,1
1241,15058,366,716,1
1242,15285,199,390,1
1244,1245,268,236,92
1244,15286,176,343,1
1245,15286,399,780,1
1248,14962,179,350,1
1251,1253,79,69,7
1252,1256,80,69,7
1252,1259,165,143,7
1252,15005,381,745,1
1253,14962,353,690,1
1254,12435,59,52,100
1254,12218,179,159,107
1254,14962,356,697,1
1255,14962,341,666,1
1256,15005,408,797,1
1257,15004,321,627,1
1259,15005,335,656,1
1261,15019,495,967,1
1262,1263,7,5,233
1262,15004,319,623,1
1263,5732,83,72,7
1264,1265,74,64,7
1264,15004,308,602,1
1267,14977,338,661,1
1268,14977,316,617,1
1271,14977,380,743,1
1272,14977,418,817,1
1274,14984,397,776,1
1275,14984,309,605,1
1278,6560,34,30,3
1278,14977,434,848,1
1280,14987,243,474,1
1282,15008,681,1330,1
1283,15007,390,762,1
1284,15007,437,854,1
1288,5903,6,5,1
1288,15008,537,1049,1
1289,5904,55,48,1
1290,5901,38,33,1
1290,15008,505,988,1
1291,15007,76,148,1
1292,15007,106,207,1
1294,15007,374,731,1
1295,1300,76,67,61
1295,15007,450,879,1
1296,15008,729,1425,1
1297,5376,7,4,273
1297,4874,6,6,1
1297,4873,47,32,545
1297,15007,86,168,1
1298,1299,76,67,61
1298,15007,296,578,1
1299,1300,6,5,61
1301,15007,366,716,1
1304,8786,64,57,72
1305,14984,255,498,1
1306,14984,342,669,1
1308,14984,405,792,1
1309,14985,431,842,1
1310,14984,357,699,1
1311,14984,371,726,1
1313,15009,779,1523,1
1315,15009,632,1235,1
1317,15007,110,215,1
1318,13713,606,275,211
1318,14984,438,856,1
1319,13342,158,69,10
1319,14984,399,779,1
1320,14984,419,819,1
1321,14984,415,811,1
1322,15019,411,803,1
1323,4876,54,47,53
1323,15009,641,1253,1
1324,1326,16,14,1
1324,14984,409,800,1
1325,1326,16,14,1
1325,14984,422,825,1
1326,14984,412,805,1
1327,14984,471,920,1
1329,14984,439,859,1
1330,14984,431,842,1
1332,14971,482,942,1
1333,14971,342,669,1
1334,14971,608,1189,1
1337,14976,487,951,1
1339,14976,387,756,1
1341,14976,352,687,1
1342,14976,342,668,1
1343,14976,319,623,1
1344,14976,254,497,1
1345,14976,363,710,1
1346,15019,283,554,1
1347,14976,463,906,1
1348,14984,507,990,1
1349,1502,57,50,102
1351,1352,56,50,127
1351,13064,234,102,1
1351,14984,572,1118,1
1352,1353,47,41,1
1352,1502,9,8,127
1352,14984,609,1191,1
1353,7565,77,66,1
1353,14984,644,1259,1
1354,14984,515,1007,1
1355,14983,828,1619,1
1358,15183,56,109,1
1359,15183,34,67,4
1361,1362,83,72,9
1361,15147,303,592,1
1362,15147,262,512,1
1364,15275,396,775,1
1365,15275,328,641,1
1366,5778,6,4,1
1367,15275,302,591,1
1368,15275,285,556,1
1369,15275,290,568,1
1371,1755,6,4,1
1372,15275,349,682,1
1373,1755,59,36,91
1373,15275,354,691,1
1374,15275,364,712,1
1377,14981,335,656,1
1378,5779,77,47,106
1378,14981,332,649,1
1379,14981,377,737,1
1380,5780,7,4,1
1380,14981,286,560,1
1381,14981,251,492,1
1382,14981,201,393,1
1383,14981,183,358,1
1384,14981,177,346,1
1385,1386,6,5,18
1385,14981,182,356,1
1388,14981,242,472,1
1389,14981,267,523,1
1390,14981,291,570,1
1391,14981,323,631,1
1393,14982,367,718,1
1395,5774,7,4,1
1395,14982,310,605,1
1396,14982,240,469,1
1397,14982,185,361,1
1398,15019,162,317,1
1400,14982,180,351,1
1402,14982,202,395,1
1404,14982,187,366,1
1405,3741,7,6,1
1405,14982,235,459,1
1406,1407,49,43,7
1406,14982,238,466,1
1407,14982,276,539,1
1410,1411,20,19,467
1410,14982,355,695,1
1411,14982,368,720,1
1412,15277,433,846,1
1414,3746,124,81,357
1414,6438,48,31,300
1414,14989,427,836,1
1416,15276,450,880,1
1418,15275,406,794,1
1420,15275,343,670,1
1421,15275,265,518,1
1422,15275,348,680,1
1424,15276,359,702,1
1425,15276,408,798,1
1426,15276,352,687,1
1427,15283,416,814,1
1428,15283,352,688,1
1429,15277,413,807,1
1430,15283,372,727,1
1431,15283,320,626,1
1433,1434,67,59,92
1433,15276,386,755,1
1434,15276,352,687,1
1436,15019,139,271,4
1437,15283,315,617,1
1440,15283,367,717,1
1441,15278,322,630,1
1442,15283,330,645,1
1443,15283,324,634,1
1444,12264,19,17,300
1445,15283,276,539,1
1446,15277,336,657,1
1447,15277,319,623,1
1448,15277,292,570,1
1450,15277,264,516,1
1451,15019,121,237,7
1452,15277,260,509,1
1453,15282,312,610,1
1455,15277,275,538,1
1456,15277,411,803,1
1458,14958,403,787,1
1460,14958,425,830,1
1461,14958,349,683,1
1464,3472,7,6,1
1464,14958,322,629,1
1468,14958,626,1224,1
1470,15271,145,283,1
1471,15271,125,245,1
1472,15271,90,175,1
1474,5860,82,74,160
1474,15271,169,331,1
1475,15019,112,219,1
1476,15271,286,559,1
1477,3208,6,5,1
1477,15271,272,532,1
1478,1481,81,72,126
1478,15271,438,857,1
1479,6464,6,5,1
1479,15271,360,703,1
1480,15271,73,142,1
1481,15293,490,957,1
1482,15293,441,862,1
1485,15293,533,1041,1
1486,15293,511,998,1
1487,15293,554,1083,1
1488,15293,569,1113,1
1489,15293,656,1282,1
1490,15293,651,1272,1
1492,14958,548,1072,1
1493,1496,31,28,167
1493,14958,627,1226,1
1494,1496,5,4,167
1495,15019,120,234,1
1500,5313,143,124,1
1500,15007,1118,2186,1
1501,15007,800,1565,1
1502,14984,603,1179,1
1503,14984,836,1635,1
1504,14984,866,1694,1
1505,15006,899,1757,1
1506,15006,835,1632,1
1507,15006,786,1537,1
1510,15006,625,1223,1
1511,15019,144,281,1
1512,1515,84,77,274
1514,15285,129,253,1
1516,15285,131,256,1
1518,15285,193,378,1
1520,15285,254,497,1
1522,15285,323,631,1
1523,15001,380,742,1
1525,15002,317,620,1
1528,15002,299,584,1
1529,15002,322,629,1
1531,15000,297,580,1
1532,15000,297,580,1
1533,15000,313,612,1
1534,15000,333,652,1
1535,15001,383,749,1
1536,15000,226,441,1
1539,15019,215,421,1
1540,14998,335,656,1
1541,14998,323,631,1
1543,14998,304,593,1
1545,1546,32,28,107
1545,14998,314,613,1
1546,14998,323,632,1
1547,15008,231,452,1
1548,6485,6,6,91
1549,15008,165,323,1
1550,1553,26,23,1
1550,15006,1271,2484,1
1552,15006,1152,2251,1
1553,5315,12,10,1
1553,15006,1247,2437,1
1555,1556,40,35,1
1555,15009,220,429,1
1556,15009,260,508,1
1557,15009,178,348,1
1558,15043,328,642,1
1562,1563,37,33,204
1562,8794,50,31,194
1562,14972,321,628,1
1563,14972,288,563,1
1564,14971,217,423,1
1567,14971,155,303,1
1570,14967,344,672,1
1572,1573,35,21,75
1572,15247,451,882,1
1573,1574,71,44,93
1576,1577,19,13,792
1576,5664,59,43,792
1576,15247,484,945,1
1577,11314,173,114,408
1577,15247,474,926,1
1578,1579,7,7,225
1578,15293,657,1285,1
1579,6990,19,17,197
1580,5663,6,4,1
1580,15247,564,1102,1
